lang,word,avg_entropy,count
latin,Kong,0.000842422725954,74
latin,States,0.0017569020826064,58
zh,代码,0.0205075479575418,57
zh,》,0.0328527654455198,75
latin,down,0.0370212029361295,272
zh,账户,0.054881795800029,50
latin,T,0.0569915647849064,52
zh,汉字,0.0742583472392289,50
zh,位置,0.0867348616738419,59
latin,Assistant,0.1087758314864407,302
latin,Brunei,0.1107131118518016,53
zh,地震,0.1136823858798545,55
latin,days,0.1328861364703558,65
latin,PMI,0.1330516275057743,50
sign,<,0.1502379945338436,1864
sign,|,0.1503828668871484,3729
latin,endoftext,0.1505276615609072,1865
sign,>,0.1505276615609072,1865
latin,E,0.1562505111588057,99
latin,January,0.1584642813442769,70
latin,User,0.1656744301274622,293
sign,+,0.1694713455296083,74
zh,5,0.1715060806380643,50
zh,年,0.174033225972302,140
latin,years,0.1794635057285631,88
latin,English,0.1822468191793975,883
latin,together,0.1892883388083709,58
latin,Vietnam,0.191194425566344,54
sign,、,0.1962330695516703,168
zh,10,0.198667221716787,50
zh,月,0.2019803356281722,102
zh,耳机,0.2052319350725695,54
zh,文件,0.2086398732607011,54
latin,e-commerce,0.2106943776080634,86
latin,D,0.2221188268779466,60
latin,th,0.2297294180654538,122
latin,semiconductor,0.230197140071263,67
latin,Japan,0.2347589167498517,50
zh,上,0.2395821595452746,56
latin,yuan,0.2427069398803691,111
latin,be,0.2455228529004015,1077
latin,plastic,0.2458002605033444,69
latin,than,0.2521445733489177,138
latin,industry,0.2655582781186357,124
latin,time,0.2770094174770579,216
zh,不,0.2854446702849894,62
latin,year,0.28796500007721,88
latin,countries,0.2880415751034457,118
zh,本,0.289629091353928,63
latin,book,0.290554030890602,151
latin,production,0.2917908565641846,50
zh,和,0.2964061479473089,178
latin,same,0.3019261441583931,73
sign,;,0.3051767926609264,54
latin,well,0.3052244134087893,55
zh,很,0.3070244908944914,64
latin,second,0.3085278269200833,97
latin,China,0.3162989273899993,294
latin,case,0.3255141304298063,58
latin,to,0.3259810810550627,3420
latin,around,0.3293707803733301,76
latin,future,0.3301474679857555,56
latin,of,0.3348420793606026,3607
zh,为,0.3421863128934437,58
zh,”,0.347456383952679,148
sign,/,0.3494087487650925,85
latin,part,0.3518811702328847,174
latin,listed,0.358170383970271,52
latin,up,0.366727585116304,73
latin,users,0.3667752595388496,59
latin,market,0.3670348831462131,156
latin,between,0.3706036854348032,156
latin,Hong,0.3714160674728616,77
zh,也,0.3764206347192669,64
latin,Taiwan,0.3859018084565891,62
sign,),0.3882073726680967,458
sign,-,0.3919591679087617,303
zh,3,0.3927742654417454,101
latin,by,0.401024337255235,349
latin,charging,0.4085294479538623,66
latin,service,0.4142332411565395,245
latin,content,0.4199953435871966,99
zh,的,0.4211820924258154,1062
latin,data,0.4255207051248235,86
sign,，,0.4259721832576188,908
latin,following,0.4267534881238224,91
latin,them,0.4290947551191432,119
latin,language,0.4293700145148221,63
latin,translate,0.430030809457989,321
latin,China's,0.4330106078519911,89
latin,long,0.4351267798521663,65
latin,Table,0.4359169512639799,61
zh,好,0.444882769739413,62
latin,tourism,0.4521569319267888,78
sign,:,0.4532309700345341,1084
latin,out,0.4549380045231933,65
latin,order,0.4579714959592346,115
latin,drugs,0.4584528609543728,75
latin,global,0.4598601765438928,67
zh,了,0.4607144334629405,223
