lang,word,avg_entropy,count
ja,そう,2.078134102187635,56
ja,それ,2.0761217758333754,163
latin,vocabulary,1.8501262358717017,74
ja,私,1.7487967487080076,346
latin,Consider,1.64984661741417,119
ja,あなた,1.607999723792697,78
ja,その,1.5487755018669045,129
ja,何,1.5184690289199352,100
ja,もの,1.518422682086627,90
ja,これ,1.5020663979891185,111
latin,maintain,1.4744755446734512,676
ja,中,1.4653154792479024,52
ja,なる,1.4401425583796068,55
ja,すべて,1.4030333708471328,67
ja,だ,1.3741945757609395,201
latin,appropriate,1.3734393833653895,157
ja,また,1.3644898390228095,55
ja,つい,1.3579645326161491,56
ja,見,1.3389601222674052,75
ja,そして,1.3292876689417945,74
ja,こと,1.2884089453630363,346
ja,より,1.2702218115749493,71
ja,ら,1.267720896446105,159
ja,この,1.2439316686257038,131
ja,ため,1.2235479991660332,115
ja,できる,1.2149341644655014,58
ja,ある,1.1872379531878112,172
latin,context,1.1642018459283403,77
ja,でき,1.1502555513547523,81
ja,よう,1.1340680589607028,172
ja,だっ,1.1144981728584478,66
ja,可能,1.0944411143222277,51
ja,も,1.068299954296513,275
ja,ない,1.043448475304574,259
ja,彼,1.0367563661996204,265
ja,たち,1.0286881262939496,109
ja,に,1.02064864216026,1815
ja,する,1.02042560663989,337
ja,ば,1.0110956804018538,53
ja,で,1.0085799752486808,887
ja,つ,1.000830307179554,88
ja,人,1.0003083300972848,76
ja,と,1.0002693443987014,740
ja,か,0.9971404871760242,303
ja,て,0.9942666032807372,1159
sign,…,0.985785443043592,51
ja,いる,0.9774324185691572,297
ja,必要,0.953933748571823,78
ja,し,0.9244703684201584,906
ja,から,0.9216144648535154,241
ja,「,0.9116332304969202,254
ja,あり,0.9086237750044036,167
ja,や,0.8960464886622503,56
ja,時間,0.8910775502427266,65
ja,ん,0.8817098215659868,153
ja,です,0.8686242191395307,404
ja,性,0.8646626422859051,55
ja,の,0.8468367722160381,2444
ja,を,0.835680162088533,1612
latin,words,0.8307904030526226,154
ja,が,0.8301046110818808,1351
ja,的,0.8132980441719416,174
ja,れ,0.8127427898018359,259
sign,！,0.8066160652932584,102
ja,さ,0.806570276791488,230
ja,い,0.7872772959941201,417
ja,は,0.7842727980794492,1728
latin,terms,0.7763831046646124,131
ja,た,0.7716926000858443,1392
ja,ませ,0.7638284061828514,139
ja,ます,0.754577409712051,586
ja,な,0.7323804966553048,368
ja,者,0.7212996294788484,70
ja,日,0.7137290941459736,68
ja,でし,0.7025810143274541,52
ja,（,0.6941514687129745,54
latin,phrases,0.6774401539340347,834
ja,まし,0.6752379020582588,314
ja,2,0.6612656612958114,78
latin,meaning,0.6469083435851378,656
ja,」,0.6429162611791919,237
ja,1,0.6330920266928776,120
latin,grammar,0.6311388645441302,93
ja,・,0.5920063913867137,147
ja,なかっ,0.5630040891089682,59
sign,？,0.5595355195503028,148
sign,、,0.5593292663041063,2690
ja,彼女,0.534182259351806,58
ja,年,0.4702512414784632,103
latin,their,0.4140688280590858,65
latin,Translate,0.3994211889623064,1007
latin,Identify,0.3579548522187718,957
sign,:,0.3430122614424886,83
sign,.,0.3062867696912584,4258
ja,）,0.2806029683220604,53
sign,。,0.27801115589654,2130
latin,key,0.2689941328675756,894
latin,from,0.2679729661334675,1090
latin,the,0.2622703175977739,2392
ja,’,0.2412084075647386,139
