lang,word,avg_entropy,count
sign,|,2.2951119421649108e-05,1098
latin,endoftext,2.2951119421649108e-05,549
latin,ich,0.0003789055785108,158
latin,sich,0.0004310691036845,105
latin,aus,0.0005921547416479,78
latin,nicht,0.0006822939963154,235
latin,als,0.0006950839857702,85
latin,auch,0.0007629032356278,152
latin,ein,0.0007877215640347,132
latin,um,0.0008201026614418,71
latin,zu,0.0008847108472562,216
latin,von,0.0008973194298605,154
latin,des,0.001198010946294,124
latin,das,0.0012361060006903,220
latin,Sie,0.0013139638110654,113
latin,sie,0.0016668922747793,73
sign,>,0.0017067106220411,559
latin,einer,0.001743992173978,51
latin,dem,0.0017440651355848,132
latin,den,0.0017716335329258,223
latin,im,0.0018768011849097,128
latin,können,0.0019510621353401,50
latin,wieder,0.0019650723403901,50
latin,die,0.0021188702615152,597
latin,mit,0.0022364381444713,179
latin,oder,0.0022448525263665,68
latin,er,0.0023075478882716,64
latin,bei,0.0025730989451325,93
latin,dass,0.0028348837838341,114
latin,haben,0.0031245607864952,54
latin,nach,0.0033215694049048,76
sign,<,0.0035040727836181,559
latin,wird,0.0036742072562037,91
latin,einen,0.0038647454644483,72
latin,werden,0.0041581358631747,127
latin,noch,0.0044740262806174,70
latin,der,0.0045605745577859,608
latin,sind,0.0054097377465097,81
latin,und,0.0056708219286128,540
latin,einem,0.0064048680488939,77
latin,war,0.0069533859823921,73
latin,nur,0.0070833733213172,66
latin,mehr,0.0071519599236232,51
latin,auf,0.0071985627167732,218
latin,habe,0.0072902633881543,63
latin,es,0.0075465738219521,154
latin,man,0.0076408610152469,96
latin,kann,0.0077818367014728,94
latin,eine,0.0078337037984732,117
latin,für,0.0083689249314362,142
latin,German,0.008371796399422,569
latin,English,0.0091570441541622,553
latin,aber,0.0106540283884477,65
latin,ist,0.014858564000718,249
latin,Die,0.015184810434174,156
latin,sehr,0.0163034391123186,71
latin,wie,0.017200463585154,69
latin,Ich,0.0193790202970643,68
latin,Das,0.0195270213273553,70
latin,hat,0.02243465440706,73
latin,Der,0.0243111823733817,62
sign,(,0.0402443793758557,199
sign,:,0.0515562343264524,321
latin,am,0.0651960743614257,110
latin,to,0.0659475801414049,1060
sign,-,0.0705764868010973,184
latin,time,0.0730373423296794,57
latin,from,0.0737066668108335,639
sign,),0.0751357394285821,200
sign,#,0.0801608290303612,65
sign,",",0.0825005094035161,2302
sign,?,0.0874617411258961,76
latin,and,0.0910693169898414,1099
latin,my,0.0933517181836714,50
latin,of,0.0947575552113216,568
latin,his,0.1000096982073762,66
latin,but,0.1040077908888485,62
latin,I,0.1195950496379549,250
latin,or,0.1326729275537904,74
sign,!,0.1328409439947276,106
latin,be,0.1457362976257194,199
latin,in,0.1466211094804671,736
latin,not,0.1565192123504641,184
sign,.,0.1612477834391091,4103
latin,so,0.162102696991812,116
sign,"""",0.1653844288823242,1798
latin,can,0.1841573893855589,120
latin,If,0.1890376597334286,62
latin,an,0.1906209964128927,156
latin,for,0.1911968684559011,265
latin,which,0.2058449577272675,54
latin,this,0.2093051312356335,117
latin,the,0.224459676533504,2241
latin,Translate,0.2371361044003121,549
latin,were,0.2400464127215575,52
latin,by,0.2468801912844792,87
latin,with,0.2471473790239929,177
latin,are,0.2508143810075943,138
sign,/,0.260986806989165,54
latin,The,0.262233393601906,320
