lang,word,avg_entropy,count
sign,<,1.0975668376276184e-05,1959
sign,>,1.0975668376276184e-05,1959
latin,endoftext,1.0975668376276184e-05,1959
sign,|,0.0002028621508675,3919
zh,国家,0.0002051899379084,63
zh,后,0.00062914127094,67
zh,问题,0.000824982300231,71
zh,发展,0.0010242019005308,71
zh,内容,0.0011216704115044,54
zh,会,0.0012139967935889,71
zh,情况,0.0013364757223419,56
zh,日,0.0016163454569438,68
zh,文件,0.0017179710918386,65
zh,被,0.0017815822125844,65
zh,和,0.0020247928194222,361
zh,这个,0.0020392238310519,83
zh,但是,0.0020629536275086,59
zh,客服,0.0021581515321334,54
zh,市场,0.0026423909129122,73
zh,11,0.0026521536874063,55
zh,产品,0.0026603532964117,94
zh,可能,0.0029186456104853,61
zh,更,0.0029667472257713,63
zh,个,0.0029675727926827,72
zh,还是,0.0031929180730792,53
zh,或,0.0034106442364862,55
zh,都,0.0034509370897519,114
zh,月,0.0036992113621192,120
zh,的,0.0039253954075132,2067
zh,了,0.004165041572219,527
zh,没有,0.0044427973580307,120
zh,就,0.0044839267435451,135
latin,English,0.004576229510418,1959
zh,）,0.0047472722165651,63
zh,并,0.0048416406433489,74
zh,0,0.0049324302192525,105
zh,与,0.0050530985939527,123
zh,将,0.0053921472232116,79
zh,好,0.0055201154451238,66
zh,对,0.0057996024128127,91
zh,人,0.0059417049437519,89
zh,用,0.0060071323208726,66
zh,很,0.0061941755907227,102
zh,上,0.0062878701813364,111
zh,也,0.0065294747337224,195
zh,一个,0.0069189379630048,88
sign,、,0.0073925610184164,471
zh,表示,0.0079080170996983,57
zh,要,0.0079182093840512,69
zh,到,0.0079375467498666,88
zh,10,0.0082984495536174,81
zh,等,0.0083218244314584,98
zh,而,0.0087356031086545,54
zh,有,0.0087785250881122,174
zh,9,0.00892112783632,50
zh,我,0.0094623440409953,193
zh,经济,0.0095502737262233,50
zh,不,0.0096782360866612,154
zh,为,0.0098256733471424,129
zh,7,0.0109786244721306,52
zh,部分,0.0111167378420129,52
zh,耳机,0.01114329996465,56
zh,买,0.0115641415939601,83
zh,说,0.0118222641520923,74
zh,使用,0.0122272882559034,81
zh,中,0.012855733482202,127
zh,美国,0.0134512482047163,75
zh,还,0.0134781969220469,107
latin,than,0.0141422273556656,103
zh,2022,0.014162415473465,65
zh,多,0.0147546973031077,54
zh,给,0.0150609004834559,69
zh,可以,0.0175393311948173,69
zh,中国,0.0176013471107588,123
zh,亚马逊,0.0180022309251417,98
latin,year,0.0185546361099636,60
zh,在,0.0186121690695277,420
sign,，,0.0200510794091383,2995
zh,下,0.0207781433253956,61
zh,基金,0.021035780510046,52
zh,是,0.0218540215881955,382
zh,新,0.0232533625619306,62
latin,Chinese,0.0235311568438375,2058
zh,地震,0.0255263092051754,64
zh,’,0.0281417598848098,56
zh,年,0.0300324001928512,173
zh,但,0.0356219313185433,85
zh,这,0.0383426083580462,86
zh,5,0.0447437012384434,84
zh,2,0.0542277802806519,167
zh,3,0.0542654797170245,116
zh,从,0.0603325122142607,58
zh,1,0.0638303095665821,139
zh,8,0.0648345437593928,57
zh,一,0.0662691666597932,63
latin,to,0.066986738966048,3093
latin,customer,0.08331270983537,58
sign,？,0.085318925270111,62
latin,countries,0.0950977099264654,56
zh,”,0.1129227364402719,121
