lang,word,avg_entropy,count
latin,To,3.07458269410793,389
latin,arrange,2.2477380798218096,141
latin,construct,2.175835311897402,123
latin,accordingly,2.0156179248754467,56
latin,individually,1.9779073928628408,157
latin,break,1.7600573766976595,74
latin,while,1.705383041984169,120
latin,first,1.498849178257662,399
latin,translate,1.492158466587999,854
latin,individual,1.4227078095559151,62
latin,key,1.3535420056279182,243
latin,words,1.2822962702267493,300
latin,main,1.216384019702673,115
latin,into,1.1332429256721692,460
latin,In,1.1176238136265326,74
latin,phrase,1.1120027930503993,66
latin,The,1.0359496095804774,637
latin,word,1.03250546344319,57
latin,about,1.0255573195613172,123
latin,identify,1.0156954648744994,362
latin,translated,0.9879580437624828,100
latin,I,0.9446739124766824,948
latin,had,0.9155939733609556,61
latin,then,0.9144753740909674,368
latin,context,0.8825750503988968,118
latin,will,0.8809712310215797,792
latin,is,0.8731265329177818,731
latin,phrases,0.8400373968101148,268
latin,component,0.8299486034206653,57
latin,text,0.8217429027050799,458
latin,meanings,0.7873029839247465,74
latin,translation,0.7859035228716154,67
latin,It,0.7819367398202804,58
latin,given,0.7797473789245453,318
latin,components,0.7580188732388139,122
latin,has,0.7396505255744334,114
latin,structure,0.738488700028842,123
latin,so,0.7294804945683361,55
latin,part,0.729001521701177,76
latin,original,0.7279270982929326,124
latin,maintaining,0.7120657875699904,103
latin,one,0.7005325779331403,65
latin,in,0.6966534974148993,813
sign,.,0.6841130037297668,2724
latin,at,0.6749928254888402,146
latin,their,0.6728413437904494,124
latin,an,0.6609991601363352,113
latin,they,0.6570311486501387,53
latin,would,0.6550010073428544,52
latin,German,0.6490058251229293,613
latin,sentence,0.646995381832006,654
latin,its,0.6362209007939883,72
latin,also,0.6335924405562692,125
latin,down,0.6286128964790766,92
latin,there,0.6257882426440153,53
latin,after,0.6245131663134565,61
latin,that,0.6213232409691201,293
sign,!,0.6113770751251002,59
latin,meaning,0.6062439810484648,140
latin,this,0.5754225700627228,297
latin,If,0.5683900473654391,62
latin,only,0.5679211710061457,62
latin,have,0.567442891413626,138
latin,a,0.564625246299174,916
latin,can,0.559174055161629,138
latin,which,0.5584530136374125,95
latin,parts,0.5583588856127883,58
latin,was,0.5425195806908321,148
latin,coherent,0.5287012124439375,177
latin,them,0.5175439989356664,389
latin,very,0.5167220388350354,74
latin,you,0.5160645088651881,93
latin,are,0.5118448390587673,192
latin,each,0.5088356834409448,150
latin,with,0.5076550169613152,227
latin,it,0.4998361387218041,295
sign,:,0.4946814346217424,291
latin,by,0.4937945184552486,114
latin,means,0.4789318608745816,384
latin,on,0.4707016501007505,279
sign,",",0.4580596857197354,2986
latin,as,0.4523116929123078,208
latin,This,0.4471430847662742,54
latin,more,0.4298755408834415,63
latin,device,0.4139739081030711,55
latin,and,0.4085060291058669,1698
latin,the,0.4066267955765703,3347
latin,or,0.4061903553745118,205
latin,but,0.3962082950688671,84
latin,game,0.3957912698653458,51
latin,were,0.3813627420986106,53
sign,"""",0.3749371231555051,3217
latin,these,0.3729344390591887,53
latin,for,0.3648079138948502,315
sign,?,0.3628338502680461,53
latin,to,0.3480868091844699,1011
latin,been,0.3426931885774608,58
latin,from,0.3401927687406438,274
sign,),0.3288486066521034,210
sign,-,0.3075106329009187,123
