lang,word,avg_entropy,count
zh,3,0.0294838710854286,137
zh,4,0.0335875376013242,102
zh,5,0.0509634686385522,70
zh,6,0.0707337527272598,55
latin,endoftext,0.0816238079957747,986
sign,|,0.0816238079957747,1972
latin,wǒ,0.083584456995931,65
sign,<,0.0910212927307002,1000
sign,>,0.0917924357888311,1046
latin,finally,0.0984950574457087,366
latin,correct,0.1108909948728978,60
latin,be,0.1117935653723427,440
zh,2,0.1144982858223198,132
latin,English,0.1870699340251583,976
sign,-,0.2235505691306112,484
latin,on,0.2476940870448901,115
sign,/,0.2498666678998439,155
latin,de,0.2538972813985122,116
latin,to,0.2920603277046506,1751
zh,年,0.2921694754648939,67
latin,translated,0.2998555721321014,507
latin,Chinese,0.3174425452010505,2413
latin,them,0.3236805196327749,231
sign,·,0.3347353608920597,65
sign,(,0.3634952167074987,634
latin,same,0.3660150514357688,82
latin,each,0.3661331738064633,404
sign,、,0.3701522023931969,130
zh,和,0.4050527705123425,372
zh,）,0.4107222078350384,79
latin,as,0.4154189067922449,325
latin,down,0.4304684303533414,224
sign,"""",0.4306711776623894,4304
sign,？,0.4396639009009178,163
latin,meaning,0.45975042018436,426
latin,for,0.4625434371622721,374
latin,form,0.4851818373184893,231
sign,，,0.5117315173983585,2335
latin,these,0.513087831063846,120
latin,it,0.5157096540798716,235
latin,of,0.5214297122280983,573
zh,吗,0.5258089118290408,58
sign,),0.5423767437271094,632
sign,",",0.5459135536030126,3164
sign,#,0.5582439655727185,91
latin,and,0.562441958184276,2257
latin,the,0.5654464926308498,3775
latin,not,0.5694248472791514,54
sign,。,0.5724102692743517,2004
latin,This,0.5777228976470437,152
latin,grammatically,0.5782899932059485,54
latin,with,0.5867039917924347,69
latin,part,0.5885795796089631,193
latin,parts,0.6101034622539979,144
zh,上,0.6267330180083762,124
latin,can,0.6287885272917494,374
latin,this,0.6509336164716565,414
sign,！,0.6561245281579128,96
latin,into,0.6720547580339927,417
zh,”,0.6728775951052361,101
zh,她,0.6781378131656145,88
zh,使用,0.6832042678057594,58
latin,or,0.6944001430024805,191
zh,时,0.6969810551887824,69
zh,中,0.7010916111766792,161
latin,so,0.7024818208987459,56
zh,地,0.7044366777492022,56
zh,自己,0.7115881657832338,52
latin,original,0.7195743621921944,349
zh,知道,0.7207667820660745,59
latin,in,0.725338555505914,888
zh,喜欢,0.7293501898735378,51
latin,components,0.7294018800845757,384
latin,maintaining,0.7347933402767888,270
latin,which,0.7355531688130639,94
latin,a,0.7448846457850232,818
latin,coherent,0.7502919139640947,155
zh,的,0.7589369804969242,2266
latin,translation,0.767529805336731,166
latin,verb,0.7713334579414255,71
latin,from,0.7722230300157243,858
zh,他们,0.7745856862978676,212
latin,component,0.7771621729646411,182
latin,are,0.7904349913026506,112
latin,sentence,0.8026607763733842,1406
zh,人,0.8063633197310588,90
sign,.,0.8072621135527929,3082
zh,什么,0.8135772762114917,65
zh,到,0.8197248465480866,108
zh,说,0.8257820064293772,71
zh,我们,0.8279076689517931,293
zh,着,0.8291989403818434,64
zh,他,0.8351588444163157,218
latin,its,0.8359367972652686,119
latin,that,0.8397042534101928,303
zh,一些,0.8404049547559976,69
latin,translations,0.8490561111591585,566
zh,需要,0.8538933308495538,82
zh,了,0.8800491725426021,659
latin,phrases,0.881474750991453,529
