lang,word,avg_entropy,count
latin,expressing,1.804480174936915,186
latin,asking,1.6547330204043946,137
latin,statement,1.6434260157795697,77
zh,把,1.5966574485812868,56
latin,text,1.5713920813286677,128
latin,describing,1.5607797035149165,105
zh,做,1.5319491960699596,63
latin,situation,1.4472757368282954,71
zh,已经,1.4203883411137612,91
zh,也,1.4097437726644175,84
zh,对,1.397815812106148,116
zh,很,1.3844927552107134,95
zh,有,1.3830265811023612,144
latin,which,1.349185708987837,60
zh,好,1.3044895468545812,84
sign,…,1.2941175714387732,59
zh,着,1.288712215707487,62
zh,没有,1.2880023052636531,100
zh,这,1.286575369281428,175
zh,就,1.2541691219969973,73
zh,不,1.2462909997105598,125
zh,这个,1.2199896883520511,99
latin,sentence,1.2167487279545488,139
zh,让,1.2136981524144337,73
zh,都,1.2090465428859547,108
latin,are,1.194576053013362,122
zh,会,1.1829150691628456,83
zh,在,1.1773263299404098,494
latin,into,1.1635918528987927,101
zh,可能,1.153083112408453,81
zh,一个,1.1508712186282288,220
latin,that,1.1427598896228472,236
zh,更,1.1418246237797216,71
zh,而,1.1300339301427205,54
zh,为,1.1271486450319312,56
latin,phrase,1.116855455401503,81
latin,not,1.1145078877080128,70
zh,将,1.1073329038366124,135
zh,从,1.1025597749380829,86
zh,所以,1.098309637609216,72
zh,“,1.0919102431684538,191
zh,与,1.0808663788265076,69
latin,their,1.0770665136138675,238
zh,并,1.0635110245723474,95
zh,可以,1.0497266081010186,86
latin,where,1.0447898720832247,76
zh,是,1.0427145052619624,388
zh,不是,1.0412439447162407,56
latin,have,1.0316029043363717,60
zh,被,1.030684360664738,121
zh,你,1.0256122093546252,257
latin,given,1.0118548622889112,129
zh,因为,1.0104696810493867,75
latin,they,1.0067667593835463,224
zh,它,0.9993669698190576,159
zh,到,0.9910151696349594,93
zh,这些,0.9858785366305888,67
zh,我,0.975583283889788,726
zh,现在,0.9698624660289196,66
latin,about,0.961326098088236,329
zh,一些,0.9594632006144332,67
sign,",",0.9578700618413156,514
zh,人,0.9568617469454302,79
latin,something,0.9498191835899308,61
latin,with,0.942988120110267,123
zh,（,0.936966773485732,71
latin,is,0.9366861076090844,707
zh,但,0.9350771405837602,180
latin,the,0.9338618092727056,937
latin,at,0.9321908430170152,50
latin,and,0.9295087559699284,540
latin,in,0.9174515253413558,199
latin,a,0.9074102285156224,1236
latin,They,0.90431908027762,68
zh,了,0.8995728555804321,631
zh,说,0.8900042422906016,66
latin,an,0.8803752294980322,59
zh,需要,0.878835899011313,69
zh,什么,0.8778638369312474,51
zh,开始,0.8769086246269152,51
latin,me,0.8751151586243106,235
zh,知道,0.872425265847282,55
latin,or,0.865465786387526,104
zh,使用,0.8645614044796309,54
latin,but,0.8585625807713838,65
latin,from,0.8238441924968356,340
zh,中,0.811452409513168,124
zh,的,0.7953707415859336,1989
zh,他,0.7911079248627058,209
zh,他们,0.7863293203026138,181
latin,wants,0.7744566884496129,487
sign,.,0.7727139431652923,1246
zh,—,0.7490508085382837,56
latin,for,0.7453684982147639,266
zh,如果,0.7425645096930411,53
zh,我们,0.7235912211651558,232
latin,on,0.7101829278164242,111
latin,it,0.6966239341706925,115
zh,上,0.6906210965932469,115
sign,"""",0.6435914815041494,337
