lang,word,avg_entropy,count
latin,Chinese,0.003364373980748,822
sign,>,0.0037691482120359,1012
sign,|,0.0037691482120359,2024
sign,<,0.0037691482120359,1012
latin,endoftext,0.0037691482120359,1012
latin,translate,0.022478009059888,489
latin,translation,0.0342661354077299,504
latin,to,0.0466642020850601,1042
sign,、,0.2129191348207323,187
sign,。,0.2301043941317445,1163
zh,）,0.2766414293961802,98
zh,年,0.3046423561230368,73
zh,和,0.3641093321179996,332
latin,wants,0.3769396225200785,992
zh,或,0.3918346149629265,92
zh,”,0.3968631783954333,75
sign,，,0.4134659232320038,1411
sign,.,0.4511143065559421,1133
latin,German,0.4970131165058793,930
sign,",",0.5287203185548313,248
zh,（,0.5596595605246114,98
sign,·,0.5659132612483331,78
latin,from,0.5934814216213258,479
zh,人,0.6103615796569376,83
latin,of,0.6203460366090545,461
latin,and,0.6264929857653011,152
latin,into,0.6380565911233114,359
zh,中,0.657207832040607,135
latin,The,0.6651170765321015,1030
latin,the,0.6656238103848032,514
latin,in,0.6730720952164747,116
zh,上,0.6854186585260322,84
sign,"""",0.6869957018001841,312
zh,但,0.696164628534123,86
zh,到,0.6985946257836094,51
zh,它们,0.7087411522283219,50
zh,其他,0.7087481231653344,57
latin,sentence,0.7088354210703111,717
zh,的,0.7248015670184788,1504
zh,“,0.766687760967621,83
zh,他,0.7910172462503872,92
latin,a,0.7991273231124499,1191
zh,通常,0.8170183292803181,59
zh,而,0.820757426962745,61
latin,text,0.8236974056447501,113
latin,user,0.8280556861757632,993
latin,me,0.8352741937939618,489
zh,了,0.8474460406317064,286
zh,为,0.858596211377097,52
zh,他们,0.8687510262148417,98
zh,与,0.8969595286708612,65
zh,是,0.9084305260021874,274
zh,它,0.9109450387909556,66
zh,并,0.9352767564229328,88
zh,可以,0.9501496991561202,89
zh,也,0.989566936426942,83
zh,以,0.998645544182836,57
zh,没有,1.007696236246976,59
zh,这些,1.0253183082042432,66
zh,一个,1.0291605733337208,123
zh,在,1.0302694723129189,516
zh,这,1.0434209942921169,72
latin,about,1.0451592408517538,202
zh,被,1.0578800357992495,164
zh,都,1.0617126493622588,72
zh,更,1.06937492622442,54
zh,可能,1.0757966610104883,86
latin,given,1.1638743717495987,82
zh,将,1.181572202647078,69
zh,不,1.1832829412817956,50
zh,会,1.2332859344692346,74
zh,有,1.24225685332704,93
