lang,word,avg_entropy,count
sign,|,0.0025569224977672,1964
latin,endoftext,0.0025569224977672,982
sign,>,0.0029156175522686,986
sign,<,0.0041215353682228,986
latin,Japanese,0.0456594965433729,817
latin,to,0.097829240958607,1223
latin,be,0.2204823878320443,64
sign,/,0.2486783879584306,70
latin,translation,0.2857346262979677,123
sign,",",0.2978817343611931,466
latin,form,0.2979061075110539,55
latin,will,0.3210754073933223,286
sign,。,0.3301879925134318,2011
latin,Then,0.3315728378550308,82
latin,translate,0.3597919730610161,636
latin,translated,0.367917113932827,101
sign,#,0.3800262582041726,65
ja,）,0.3802878243988379,50
latin,English,0.3876782296091968,702
latin,from,0.4061486131795835,409
sign,"""",0.4082661223129118,368
latin,into,0.4387504030634617,328
latin,of,0.4628013781282323,183
sign,.,0.5004122314761862,1341
latin,the,0.5055973446195442,1112
sign,？,0.5223669400399203,118
latin,phrases,0.525131068036576,155
latin,Finally,0.5306776585547548,76
latin,for,0.5422228636593526,170
latin,given,0.5477542597953169,488
latin,with,0.5479132410254212,52
latin,wants,0.558790282779696,404
latin,in,0.5764987379722015,218
latin,need,0.6129857246677054,262
ja,なかっ,0.6253848973830263,58
latin,phrase,0.6335436629941282,115
ja,年,0.6393039188078922,97
latin,about,0.6449266074225761,100
latin,text,0.6850004671282188,331
ja,」,0.6883757348109008,226
ja,日,0.705923580362175,65
latin,and,0.7101505365118576,368
sign,、,0.739749956351944,2633
latin,they,0.7620596725827343,107
latin,a,0.769801531794177,436
ja,・,0.7724627763256104,157
latin,sentence,0.7736565525368105,328
latin,or,0.7976314367149219,60
sign,！,0.8088517331385187,84
ja,彼女,0.8103948200379298,56
latin,is,0.8114165668094906,309
latin,I,0.8508899859804416,509
latin,me,0.8521105725554806,341
latin,combine,0.9021497693445,56
latin,key,0.9052408471995708,102
ja,まし,0.90555475605817,317
ja,2,0.9068468877765524,64
ja,ませ,0.966334781142654,185
ja,ます,0.9735706928207076,611
ja,ん,0.9736273887590752,188
ja,た,0.976185015772377,1327
ja,さ,0.9847473136785976,203
ja,は,0.9889239913748084,1809
ja,い,0.9893551541658936,464
ja,な,1.0119523660644092,391
ja,でし,1.0379182729477396,67
latin,words,1.041550815426584,58
ja,れ,1.0417502103111065,213
ja,ば,1.0443758818531228,62
ja,が,1.046661067585659,1378
ja,的,1.0514642875763327,153
ja,（,1.067810887992382,50
latin,user,1.0870891168642498,629
latin,that,1.087698386956217,118
latin,each,1.092126445586865,65
ja,から,1.0998616199940443,245
ja,を,1.1002586294139358,1656
ja,し,1.106265353559352,850
ja,1,1.115315272511162,83
ja,者,1.124098917436121,84
ja,いる,1.1256697816091754,262
ja,時間,1.1358550232447062,60
ja,て,1.1364599018638404,1189
ja,の,1.141827468894372,2263
ja,です,1.1465474748519555,470
ja,や,1.1705647739125231,51
ja,か,1.18673578513876,304
ja,つ,1.194994739458994,76
ja,する,1.2008195639101429,335
ja,と,1.20438774842194,810
latin,their,1.2086420006448448,176
ja,「,1.214412381241738,227
ja,必要,1.2209193583694289,80
ja,しかし,1.24541130037077,62
ja,あり,1.2515876961332797,190
ja,で,1.2844161956488065,853
ja,に,1.293517828235197,1725
ja,ない,1.2967986016241315,213
ja,でき,1.3164043645648396,102
ja,ある,1.360087015579834,162
